Item,Pallet No.,SeriBl No,Pmax(W),Voc(V),Isc(B),Ipm(B),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
565,15,H1NE06753,333.2,70.8,6.05,5.615,59.34,77.84,297,15,0,1695,4,D9
566,15,H1NE06772,336.6,70.8,6.089,5.665,59.42,78.07,2073,15,0,1698,4,D9
567,15,H1NE06750,332.5,70.6,6.075,5.625,59.12,77.56,654,15,0,1701,4,D9
568,15,H1NE06770,335.9,70.7,6.094,5.664,59.3,77.97,2052,15,0,1704,4,D9
569,15,H1NE06757,333,70.7,6.034,5.621,59.24,78.03,539,15,0,1707,4,D9
570,15,H1NE06795,336.8,70.8,6.087,5.664,59.46,78.18,2056,15,0,1710,4,D9
571,15,H1NE06806,336.5,70.8,6.088,5.663,59.42,78.07,2033,15,0,1713,4,D9
572,15,H1NE06775,333,70.7,6.042,5.617,59.28,77.99,363,15,0,1716,4,D9
573,15,H1NE06751,333.6,70.6,6.094,5.666,58.88,77.53,2078,15,0,1719,4,D9
574,15,H1NE06768,332.7,70.6,6.06,5.619,59.21,77.76,446,15,0,1722,4,D9
575,15,H1NE06807,336.5,70.7,6.093,5.668,59.37,78.07,2105,15,0,1725,4,D9
576,15,H1NE06781,336,70.7,6.09,5.66,59.37,78,1960,15,0,1728,4,D9
577,15,H1NE06765,336.3,70.8,6.095,5.659,59.42,77.92,1929,15,0,1731,4,D10
578,15,H1NE06769,336,70.7,6.076,5.654,59.42,78.16,1736,15,0,1734,4,D10
579,15,H1NE06743,335.5,70.8,6.072,5.65,59.38,78.09,1548,15,0,1737,4,D10
580,15,H1NE06767,331.8,70.5,6.064,5.62,59.05,77.66,487,15,0,1740,4,D10
581,15,H1NE06748,337.5,70.9,6.082,5.659,59.63,78.29,1934,15,0,1743,4,D10
582,15,H1NE06741,334.8,70.6,6.085,5.649,59.26,77.9,1491,15,0,1746,4,D10
583,15,H1NE06766,333.3,70.7,6.091,5.624,59.27,77.45,631,15,0,1749,4,D10
584,15,H1NE06744,335.6,70.7,6.109,5.658,59.31,77.71,1891,15,0,1752,4,D10
585,15,H1NE06746,333,70.5,6.04,5.626,59.19,78.15,687,15,0,1755,4,D10
586,15,H1NE06747,332.8,70.5,6.05,5.622,59.2,77.99,571,15,0,1758,4,D10
587,15,H1NE06749,335.5,70.7,6.091,5.663,59.23,77.95,2025,15,0,1761,4,D10
588,15,H1NE06763,332.8,70.6,6.07,5.623,59.18,77.67,603,15,0,1764,4,D10
589,15,H1NE06773,334.8,70.8,6.079,5.657,59.18,77.78,1832,15,0,1767,4,D11
590,15,H1NE06762,333,70.6,6.032,5.616,59.29,78.16,331,15,0,1770,4,D11
591,15,H1NE06758,335.4,70.9,6.08,5.653,59.34,77.87,1679,15,0,1773,4,D11
592,15,H1NE06760,333.9,70.8,6.076,5.617,59.44,77.66,385,15,0,1776,4,D11
593,15,H1NE06761,333,70.6,6.039,5.62,59.26,78.09,500,15,0,1779,4,D11
594,15,H1NE06756,336,70.9,6.082,5.659,59.37,77.96,1927,15,0,1782,4,D11
595,15,H1NE06771,333.1,70.6,6.082,5.625,59.2,77.58,661,15,0,1785,4,D11
596,15,H1NE06764,333,70.6,6.054,5.625,59.2,77.93,659,15,0,1788,4,D11
597,15,H1NE06755,336.5,70.9,6.077,5.652,59.53,78.06,1646,15,0,1791,4,D11
598,15,H1NE06774,333.1,70.7,6.024,5.619,59.28,78.22,454,15,0,1794,4,D11
599,15,H1NE06754,335.3,71,6.067,5.654,59.3,77.87,1725,15,0,1797,4,D11
600,15,GZNE29443,336.2,70.8,6.089,5.669,59.3,78,2119,15,0,1800,4,D11
601,16,H1NE06867,334.3,70.7,6.027,5.627,59.41,78.46,717,16,0,1803,4,D12
602,16,H1NE06868,336.6,70.9,6.09,5.669,59.38,78.01,2120,16,0,1806,4,D12
603,16,H1NE06870,337.1,70.8,6.079,5.668,59.48,78.31,2109,16,0,1809,4,D12
604,16,H1NE06869,333.9,70.7,6.048,5.628,59.32,78.12,736,16,0,1812,4,D12
605,16,H1NE06786,338.4,71,6.086,5.662,59.76,78.29,2014,16,1,1815,4,D12
606,16,H1NE06827,335.5,70.8,6.072,5.633,59.56,78.07,861,16,0,1818,4,D12
607,16,H1NE06872,337.4,70.9,6.097,5.67,59.5,78.1,2136,16,0,1821,4,D12
608,16,H1NE06876,334.5,70.7,6.081,5.631,59.4,77.77,806,16,0,1824,4,D12
609,16,H1NE06871,337.7,70.9,6.093,5.664,59.62,78.19,2061,16,1,1827,4,D12
610,16,H1NE06878,334,70.6,6.073,5.633,59.3,77.86,857,16,0,1830,4,D12
611,16,H1NE06862,337.3,70.8,6.1,5.671,59.47,78.08,2143,16,0,1833,4,D12
612,16,H1NE06880,334.6,70.7,6.065,5.632,59.41,78.03,832,16,0,1836,4,D12
613,16,H1NE06874,337.2,70.8,6.09,5.667,59.51,78.19,2094,16,0,1839,4,D13
614,16,H1NE06810,333.5,70.6,6.087,5.632,59.22,77.62,826,16,0,1842,4,D13
615,16,H1NE06838,334.8,70.7,6.104,5.665,59.1,77.54,2063,16,0,1845,4,D13
616,16,H1NE06877,334.8,70.8,6.069,5.659,59.17,77.95,1911,16,0,1848,4,D13
617,16,H1NE06817,336.6,70.7,6.088,5.656,59.51,78.15,1822,16,0,1851,4,D13
618,16,H1NE06815,334.1,70.7,6.068,5.621,59.43,77.87,555,16,0,1854,4,D13
619,16,H1NE06820,337.6,70.9,6.09,5.659,59.66,78.15,1935,16,1,1857,4,D13
620,16,H1NE06809,334.1,70.7,6.122,5.623,59.41,77.15,618,16,0,1860,4,D13
621,16,H1NE06829,338.1,71,6.095,5.666,59.67,78.18,2089,16,1,1863,4,D13
622,16,H1NE06822,334.9,70.9,6.063,5.618,59.6,77.93,434,16,0,1866,4,D13
623,16,H1NE06833,337.6,70.9,6.094,5.667,59.58,78.19,2095,16,1,1869,4,D13
624,16,H1NE06831,335,70.8,6.056,5.625,59.56,78.12,677,16,0,1872,4,D13
625,16,H1NE06839,337.3,70.8,6.091,5.671,59.48,78.22,2144,16,0,1875,5,E1
626,16,H1NE06836,333.6,70.6,6.059,5.627,59.28,77.94,711,16,0,1878,5,A1
627,16,H1NE06842,337.5,70.8,6.094,5.669,59.54,78.25,2121,16,0,1881,5,A1
628,16,H1NE06841,333.9,70.7,6.085,5.63,59.31,77.66,781,16,0,1884,5,A1
629,16,H1NE06846,332.5,70.6,6.084,5.627,59.1,77.38,703,16,0,1887,5,A1
630,16,H1NE06844,337.2,70.8,6.096,5.67,59.47,78.14,2135,16,0,1890,5,A1
631,16,H1NE06816,334.4,70.8,6.063,5.619,59.52,77.92,484,16,0,1893,5,A1
632,16,H1NE06818,334.3,70.7,6.065,5.623,59.46,77.93,619,16,0,1896,5,A1
633,16,H1NE06814,335.9,70.9,6.086,5.658,59.37,77.88,1892,16,0,1899,5,A1
634,16,H1NE06819,334.9,70.8,6.065,5.625,59.54,77.99,673,16,0,1902,5,A1
635,16,H1NE06776,336.2,70.8,6.074,5.658,59.43,78.15,1894,16,0,1905,5,A1
636,16,H1NE06821,334.6,70.8,6.07,5.622,59.52,77.87,592,16,0,1908,5,A1
637,16,H1NE06783,336.7,70.8,6.064,5.657,59.52,78.39,1855,16,0,1911,5,A2
638,16,H1NE06787,337.3,71,6.074,5.649,59.72,78.23,1505,16,0,1914,5,A2
639,16,H1NE06791,334.9,70.8,6.071,5.625,59.54,77.89,674,16,0,1917,5,A2
640,16,GZNE29570,331.8,70.7,6.047,5.624,58.99,77.6,624,16,0,1920,5,A2
641,17,H1NE06683,335.2,70.7,6.09,5.658,59.23,77.86,1884,17,0,1923,5,A2
642,17,H1NE06681,333.2,70.7,6.085,5.625,59.24,77.42,664,17,0,1926,5,A2
643,17,H1NE06687,335,70.6,6.101,5.658,59.21,77.79,1877,17,0,1929,5,A2
644,17,H1NE06590,332.9,70.6,6.047,5.621,59.23,77.94,538,17,0,1932,5,A2
645,17,H1NE06639,332.4,70.6,6.066,5.617,59.17,77.56,357,17,0,1935,5,A2
646,17,H1NE06642,335.4,70.7,6.079,5.651,59.34,77.99,1597,17,0,1938,5,A2
647,17,H1NE06540,333.4,70.8,6.059,5.612,59.42,77.77,195,17,0,1941,5,A2
648,17,H1NE06637,334.7,70.7,6.066,5.644,59.29,78.01,1242,17,0,1944,5,A2
649,17,H1NE06643,335.1,70.6,6.087,5.665,59.16,77.98,2068,17,0,1947,5,A3
650,17,H1NE06656,334.4,70.5,6.087,5.659,59.08,77.86,1906,17,0,1950,5,A3
651,17,H1NE06645,335.7,70.7,6.105,5.669,59.23,77.8,2117,17,0,1953,5,A3
652,17,H1NE06649,335.7,70.7,6.106,5.665,59.26,77.79,2070,17,0,1956,5,A3
653,17,H1NE06657,330.4,70.4,6.065,5.624,58.75,77.36,621,17,0,1959,5,A3
654,17,H1NE06651,335,70.6,6.098,5.669,59.1,77.83,2113,17,0,1962,5,A3
655,17,H1NE06654,334.6,70.6,6.09,5.663,59.09,77.86,2018,17,0,1965,5,A3
656,17,H1NE06549,336.1,70.8,6.08,5.653,59.46,78.12,1689,17,0,1968,5,A3
657,17,H1NE06623,332.9,70.7,6.053,5.616,59.27,77.77,328,17,0,1971,5,A3
658,17,H1NE06674,335.1,70.8,6.069,5.656,59.26,78.04,1806,17,0,1974,5,A3
659,17,H1NE06664,333,70.6,6.061,5.622,59.23,77.79,573,17,0,1977,5,A3
660,17,H1NE06406,333.8,70.6,6.05,5.643,59.14,78.09,1179,17,0,1980,5,A3
661,17,H1NE06345,334.1,70.7,6.08,5.66,59.02,77.75,1938,17,0,1983,5,A4
662,17,H1NE06203,333.4,70.6,6.061,5.626,59.26,77.92,690,17,0,1986,5,A4
663,17,H1NE06254,333.1,70.6,6.056,5.621,59.26,77.95,543,17,0,1989,5,A4
664,17,H1NE06630,333.6,70.7,6.082,5.621,59.35,77.53,552,17,0,1992,5,A4
665,17,H1NE06632,335.6,70.8,6.068,5.656,59.34,78.09,1815,17,0,1995,5,A4
666,17,H1NE06584,332.6,70.6,6.066,5.627,59.11,77.65,704,17,0,1998,5,A4
667,17,H1NE06591,335.8,70.8,6.091,5.657,59.36,77.9,1847,17,0,2001,5,A4
668,17,H1NE06636,333.5,70.8,6.068,5.624,59.3,77.68,637,17,0,2004,5,A4
669,17,H1NE06638,335.9,70.8,6.09,5.659,59.35,77.92,1925,17,0,2007,5,A4
670,17,H1NE06641,333,70.6,6.069,5.622,59.23,77.67,574,17,0,2010,5,A4
671,17,H1NE06644,332.9,70.7,6.074,5.622,59.21,77.52,572,17,0,2013,5,A4
672,17,H1NE06546,336.1,70.7,6.088,5.654,59.44,78.07,1738,17,0,2016,5,A4
673,17,H1NE06650,332.3,70.6,6.064,5.623,59.09,77.61,600,17,0,2019,5,A5
674,17,H1NE06648,335.7,70.7,6.087,5.661,59.29,77.96,1987,17,0,2022,5,A5
675,17,H1NE06653,334.6,70.5,6.099,5.668,59.03,77.8,2098,17,0,2025,5,A5
676,17,H1NE06655,334.3,70.5,6.084,5.664,59.03,77.91,2038,17,0,2028,5,A5
677,17,H1NE06629,332.7,70.8,6.033,5.607,59.33,77.92,79,17,0,2031,5,A5
678,17,H1NE06633,332.4,70.7,6.048,5.614,59.21,77.68,247,17,0,2034,5,A5
679,17,H1NE06541,336.4,70.8,6.083,5.646,59.57,78.07,1354,17,0,2037,5,A5
680,17,GZNE29351,335.9,70.8,6.083,5.663,59.31,77.99,2029,17,0,2040,5,A5
681,18,H1NE07054,332.5,70.5,6.058,5.622,59.14,77.8,560,28,0,2043,5,A5
682,18,H1NE07062,336.6,70.9,6.067,5.655,59.52,78.27,1782,28,0,2046,5,A5
683,18,H1NE07057,331.8,70.7,6.042,5.608,59.16,77.7,86,28,0,2049,5,A5
684,18,H1NE07056,333.2,70.7,6.066,5.618,59.31,77.7,406,28,0,2052,5,A5
685,18,H1NE07064,336,70.9,6.076,5.649,59.48,78.03,1499,28,0,2055,5,A6
686,18,H1NE07059,333,70.6,6.063,5.622,59.23,77.78,575,28,0,2058,5,A6
687,18,H1NE07067,336.1,70.8,6.065,5.655,59.43,78.3,1780,28,0,2061,5,A6
688,18,H1NE07025,332.5,70.5,6.074,5.622,59.13,77.65,561,28,0,2064,5,A6
689,18,H1NE07055,336,70.8,6.061,5.653,59.44,78.25,1688,28,0,2067,5,A6
690,18,H1NE07033,332.1,70.5,6.069,5.615,59.15,77.59,277,28,0,2070,5,A6
691,18,H1NE07070,336.1,70.8,6.071,5.654,59.45,78.16,1739,28,0,2073,5,A6
692,18,H1NE07048,332.7,70.7,6.064,5.616,59.24,77.65,324,28,0,2076,5,A6
693,18,H1NE07038,336.3,70.8,6.064,5.653,59.5,78.32,1691,28,0,2079,5,A6
694,18,H1NE07043,332.5,70.6,6.072,5.622,59.14,77.59,562,28,0,2082,5,A6
695,18,H1NE07042,334.9,70.8,6.063,5.644,59.34,78.08,1243,28,0,2085,5,A6
696,18,H1NE07051,332.9,70.7,6.049,5.614,59.29,77.86,254,28,0,2088,5,A6
697,18,H1NE07046,335,70.8,6.071,5.637,59.44,77.93,964,28,0,2091,5,A7
698,18,H1NE07060,333,70.7,6.045,5.615,59.31,77.97,293,28,0,2094,5,A7
699,18,H1NE07050,335.9,70.8,6.069,5.653,59.43,78.17,1686,28,0,2097,5,A7
700,18,H1NE07061,333.2,70.7,6.072,5.621,59.28,77.6,545,28,0,2100,5,A7
701,18,H1NE07053,335.8,70.8,6.072,5.653,59.4,78.13,1685,28,0,2103,5,A7
702,18,H1NE07058,336,70.8,6.07,5.65,59.46,78.15,1550,28,0,2106,5,A7
703,18,H1NE07065,333.3,70.6,6.066,5.623,59.27,77.77,610,28,0,2109,5,A7
704,18,H1NE07063,336.2,70.8,6.08,5.649,59.51,78.07,1502,28,0,2112,5,A7
705,18,H1NE07066,335.7,70.7,6.07,5.659,59.33,78.27,1923,28,0,2115,5,A7
706,18,H1NE07012,333.6,70.7,6.058,5.623,59.32,77.91,614,28,0,2118,5,A7
707,18,H1NE07016,334.2,70.8,6.061,5.619,59.48,77.91,479,28,0,2121,5,A7
708,18,H1NE07014,337.1,70.9,6.067,5.658,59.59,78.36,1898,28,0,2124,5,A7
709,18,H1NE07004,334,70.8,6.054,5.62,59.44,77.92,518,28,0,2127,5,A8
710,18,H1NE07005,336.7,70.9,6.079,5.652,59.57,78.13,1647,28,0,2130,5,A8
711,18,H1NE07017,333.8,70.7,6.079,5.622,59.36,77.65,583,28,0,2133,5,A8
712,18,H1NE07021,333.7,70.7,6.08,5.626,59.32,77.64,691,28,0,2136,5,A8
713,18,H1NE07010,332.1,70.7,6.076,5.626,59.03,77.34,681,28,0,2139,5,A8
714,18,H1NE07003,336.7,70.9,6.074,5.651,59.58,78.17,1606,28,0,2142,5,A8
715,18,H1NE07011,333.7,70.8,6.076,5.618,59.39,77.61,422,28,0,2145,5,A8
716,18,H1NE07019,336.4,70.8,6.088,5.657,59.46,78.08,1853,28,0,2148,5,A8
717,18,H1NE07020,336.6,70.8,6.069,5.658,59.48,78.31,1895,28,0,2151,5,A8
718,18,H1NE07013,333.4,70.7,6.057,5.621,59.31,77.89,547,28,0,2154,5,A8
719,18,H1NE07027,335.9,70.7,6.084,5.663,59.31,78.1,2030,28,0,2157,5,A8
720,18,GZNE29730,332,70.4,6.065,5.63,58.96,77.75,770,28,0,2160,5,A8
721,19,H1NE06662,334.2,70.5,6.104,5.652,59.13,77.62,1621,23,0,2163,5,A9
722,19,H1NE07024,335.7,70.7,6.074,5.651,59.41,78.15,1598,23,0,2166,5,A9
723,19,H1NE07074,333.4,70.7,6.058,5.624,59.28,77.89,634,23,0,2169,5,A9
724,19,H1NE07068,335.5,70.8,6.06,5.642,59.47,78.19,1142,23,0,2172,5,A9
725,19,H1NE07076,334.1,70.8,6.06,5.622,59.42,77.84,587,23,0,2175,5,A9
726,19,H1NE07085,336.3,70.8,6.069,5.659,59.42,78.23,1930,23,0,2178,5,A9
727,19,H1NE07089,336.4,71,6.07,5.652,59.52,78.1,1644,23,0,2181,5,A9
728,19,H1NE07052,333.6,70.8,6.042,5.617,59.39,78.02,380,23,0,2184,5,A9
729,19,H1NE07088,335.8,70.9,6.085,5.657,59.35,77.89,1848,23,0,2187,5,A9
730,19,H1NE07095,336,70.9,6.067,5.645,59.51,78.13,1302,23,0,2190,5,A9
731,19,H1NE07077,333.8,70.7,6.072,5.623,59.36,77.73,617,23,0,2193,5,A9
732,19,H1NE07098,336,70.7,6.068,5.661,59.36,78.34,1989,23,0,2196,5,A9
733,19,H1NE07071,331.6,70.6,6.067,5.623,58.97,77.47,594,23,0,2199,5,A10
734,19,H1NE07031,333.1,70.6,6.049,5.62,59.28,78.02,503,23,0,2202,5,A10
735,19,H1NE07090,332.5,70.8,6.053,5.616,59.2,77.58,322,23,0,2205,5,A10
736,19,H1NE07083,333.6,70.8,6.048,5.619,59.38,77.95,472,23,0,2208,5,A10
737,19,H1NE07084,333.4,70.7,6.075,5.624,59.29,77.65,635,23,0,2211,5,A10
738,19,H1NE07096,332.8,70.8,6.049,5.604,59.39,77.77,43,23,0,2214,5,A10
739,19,H1NE07079,333.6,70.7,6.079,5.622,59.34,77.66,580,23,0,2217,5,A10
740,19,H1NE07045,333.5,70.7,6.045,5.618,59.36,77.97,414,23,0,2220,5,A10
741,19,H1NE07073,332,70.4,6.067,5.623,59.03,77.73,598,23,0,2223,5,A10
742,19,H1NE07082,333.1,70.7,6.042,5.611,59.36,77.94,173,23,0,2226,5,A10
743,19,H1NE07069,335.9,70.8,6.076,5.653,59.42,78.12,1687,23,0,2229,5,A10
744,19,H1NE07072,335,70.6,6.076,5.654,59.25,78.09,1719,23,0,2232,5,A10
745,19,H1NE07080,333.3,70.7,6.047,5.619,59.32,77.99,463,23,0,2235,5,A11
746,19,H1NE07075,333.2,70.6,6.063,5.651,58.96,77.88,1570,23,0,2238,5,A11
747,19,H1NE07078,335.9,70.8,6.078,5.648,59.47,78.05,1454,23,0,2241,5,A11
748,19,H1NE07091,335.6,70.9,6.069,5.644,59.47,78.02,1247,23,0,2244,5,A11
749,19,H1NE07039,336.4,70.8,6.064,5.646,59.58,78.31,1355,23,0,2247,5,A11
750,19,H1NE07086,332.1,70.8,6.073,5.644,58.83,77.21,1209,23,0,2250,5,A11
751,19,H1NE07081,333.5,70.7,6.076,5.618,59.36,77.63,415,23,0,2253,5,A11
752,19,H1NE07092,335.7,70.9,6.062,5.64,59.51,78.09,1074,23,0,2256,5,A11
753,19,H1NE07093,333.1,70.8,6.052,5.614,59.33,77.78,259,23,0,2259,5,A11
754,19,H1NE07094,335.6,70.9,6.058,5.643,59.47,78.19,1186,23,0,2262,5,A11
755,19,H1NE07041,333.4,70.7,6.048,5.62,59.32,77.97,507,23,0,2265,5,A11
756,19,H1NE07040,335.7,70.8,6.073,5.654,59.37,78.11,1733,23,0,2268,5,A11
757,19,H1NE07035,332.3,70.6,6.047,5.607,59.26,77.83,78,23,0,2271,5,A12
758,19,H1NE07047,335.8,70.8,6.082,5.656,59.37,78.01,1817,23,0,2274,5,A12
759,19,H1NE07044,333,70.7,6.045,5.614,59.33,77.88,256,23,0,2277,5,A12
760,19,G6NH24910,331.2,70.6,6.074,5.628,58.85,77.24,723,23,0,2280,5,A12
761,20,H1NE06855,333.5,70.6,6.07,5.635,59.2,77.85,910,24,0,2283,5,A12
762,20,H1NE06883,336.5,70.8,6.081,5.661,59.45,78.13,1991,24,0,2286,5,A12
763,20,H1NE06891,334.2,70.9,6.062,5.613,59.55,77.8,236,24,0,2289,5,A12
764,20,H1NE06885,337,70.9,6.073,5.657,59.56,78.31,1858,24,0,2292,5,A12
765,20,H1NE06889,337.5,70.9,6.089,5.657,59.65,78.13,1860,24,0,2295,5,A12
766,20,H1NE06890,337.1,71,6.09,5.653,59.62,78.01,1694,24,0,2298,5,A12
767,20,H1NE06892,334.2,70.9,6.061,5.611,59.55,77.79,177,24,0,2301,5,A12
768,20,H1NE06893,337.4,71,6.087,5.656,59.65,78.09,1824,24,0,2304,5,A12
769,20,H1NE06847,336.9,70.8,6.092,5.668,59.44,78.12,2107,24,0,2307,5,A13
770,20,H1NE06897,333.9,70.5,6.079,5.628,59.32,77.9,737,24,0,2310,5,A13
771,20,H1NE06895,337.5,70.9,6.07,5.658,59.65,78.38,1900,24,0,2313,5,A13
772,20,H1NE06901,334.1,70.6,6.085,5.627,59.38,77.73,715,24,0,2316,5,A13
773,20,H1NE06864,336.7,70.8,6.087,5.666,59.43,78.16,2085,24,0,2319,5,A13
774,20,H1NE06900,334.3,70.5,6.102,5.636,59.31,77.68,930,24,0,2322,5,A13
775,20,H1NE06899,337.1,70.7,6.091,5.665,59.51,78.31,2075,24,0,2325,5,A13
776,20,H1NE06905,334.7,70.8,6.094,5.626,59.49,77.56,697,24,0,2328,5,A13
777,20,H1NE06894,337.1,71,6.068,5.649,59.67,78.22,1504,24,0,2331,5,A13
778,20,H1NE06825,335.2,70.8,6.089,5.656,59.26,77.74,1809,24,0,2334,5,A13
779,20,H1NE06906,334.9,70.8,6.064,5.625,59.53,77.99,675,24,0,2337,5,A13
780,20,H1NE06904,334.4,70.8,6.089,5.627,59.42,77.63,718,24,0,2340,5,A13
781,20,H1NE06898,335,70.8,6.074,5.652,59.27,77.88,1633,24,0,2343,6,F1
782,20,H1NE06896,337.7,70.8,6.091,5.664,59.62,78.3,2062,24,1,2346,6,F1
783,20,H1NE06903,337.3,70.9,6.089,5.66,59.6,78.11,1964,24,0,2349,6,F1
784,20,H1NE06835,337,70.8,6.087,5.668,59.46,78.23,2108,24,0,2352,6,F1
785,20,H1NE06850,333.9,70.7,6.086,5.632,59.29,77.62,827,24,0,2355,6,F1
786,20,H1NE06848,337,70.7,6.102,5.672,59.42,78.11,2151,24,0,2358,6,F1
787,20,H1NE06852,334,70.6,6.069,5.635,59.27,77.9,912,24,0,2361,6,F1
788,20,H1NE06856,334.3,70.7,6.068,5.636,59.32,77.97,931,24,0,2364,6,F1
789,20,H1NE06851,336.9,70.7,6.093,5.67,59.41,78.18,2133,24,0,2367,6,F1
790,20,H1NE06859,333.9,70.6,6.078,5.631,59.29,77.76,805,24,0,2370,6,F1
791,20,H1NE06854,337,70.8,6.093,5.67,59.43,78.17,2134,24,0,2373,6,F1
792,20,H1NE06857,333.8,70.6,6.061,5.638,59.21,78.07,990,24,0,2376,6,F1
793,20,H1NE06858,333.9,70.6,6.105,5.633,59.27,77.44,856,24,0,2379,6,F1
794,20,H1NE06860,336.7,70.8,6.089,5.67,59.39,78.16,2131,24,0,2382,6,F1
795,20,H1NE06849,331.9,70.7,6.093,5.627,58.98,77.09,698,24,0,2385,6,F2
796,20,H1NE06853,337.1,70.8,6.092,5.668,59.47,78.14,2110,24,0,2388,6,F2
797,20,H1NE06861,334,70.7,6.097,5.632,59.31,77.5,828,24,0,2391,6,F2
798,20,H1NE06865,337.6,70.8,6.117,5.671,59.53,77.93,2145,24,1,2394,6,F2
799,20,H1NE06863,334.2,70.7,6.083,5.634,59.31,77.75,885,24,0,2397,6,F2
800,20,GZNE29537,332.5,70.7,6.07,5.614,59.22,77.46,251,24,0,2400,6,F2
801,21,H1NE08111,332.7,70.7,6.051,5.601,59.4,77.78,19,25,0,2403,6,F2
802,21,H1NE08110,332,70.7,6.048,5.639,58.88,77.61,1008,25,0,2406,6,F2
803,21,H1NE08112,335.3,70.8,6.043,5.637,59.48,78.38,965,25,0,2409,6,F2
804,21,H1NE08113,332.7,70.7,6.045,5.605,59.35,77.86,52,25,0,2412,6,F2
805,21,H1NE08114,334.6,70.8,6.045,5.638,59.34,78.16,993,25,0,2415,6,F2
806,21,H1NE08044,335.2,71,6.062,5.651,59.32,77.91,1593,25,0,2418,6,F2
807,21,H1NE08087,333.3,70.8,6.038,5.61,59.42,77.96,146,25,0,2421,6,F2
808,21,H1NE08089,336,70.9,6.078,5.645,59.53,77.99,1303,25,0,2424,6,F2
809,21,H1NE08071,330.2,70.7,6.045,5.614,58.82,77.27,237,25,0,2427,6,F3
810,21,H1NE08081,332.8,70.7,6.039,5.604,59.38,77.91,44,25,0,2430,6,F3
811,21,H1NE08083,335.9,70.8,6.067,5.651,59.44,78.22,1599,25,0,2433,6,F3
812,21,H1NE08078,335.1,70.8,6.062,5.65,59.31,78.05,1543,25,0,2436,6,F3
813,21,H1NE08079,333.7,70.8,6.043,5.607,59.5,77.96,83,25,0,2439,6,F3
814,21,H1NE08080,336.2,70.9,6.046,5.643,59.59,78.41,1190,25,0,2442,6,F3
815,21,H1NE08077,336.3,70.9,6.057,5.641,59.61,78.26,1110,25,0,2445,6,F3
816,21,H1NE08076,333.6,70.8,6.059,5.613,59.43,77.8,230,25,0,2448,6,F3
817,21,H1NE08074,334.1,70.8,6.059,5.614,59.51,77.86,271,25,0,2451,6,F3
818,21,H1NE08075,336.3,70.9,6.057,5.641,59.61,78.3,1111,25,0,2454,6,F3
819,21,H1NE08073,333.7,70.8,6.062,5.615,59.43,77.78,308,25,0,2457,6,F3
820,21,H1NE08093,333.1,70.8,6.028,5.613,59.35,78.09,225,25,0,2460,6,F3
821,21,H1NE08068,332.6,70.8,6.07,5.62,59.19,77.43,495,25,0,2463,6,F3
822,21,H1NE08084,333.8,70.8,6.051,5.618,59.43,77.96,424,25,0,2466,6,F3
823,21,H1NE08090,336.1,70.9,6.079,5.653,59.45,78.02,1690,25,0,2469,6,F4
824,21,H1NE08072,333.5,70.7,6.072,5.619,59.36,77.68,469,25,0,2472,6,F4
825,21,H1NE08094,336.4,70.9,6.065,5.647,59.56,78.21,1407,25,0,2475,6,F4
826,21,H1NE08086,333,70.8,6.059,5.607,59.38,77.65,81,25,0,2478,6,F4
827,21,H1NE08095,335.4,71,6.06,5.636,59.51,78,934,25,0,2481,6,F4
828,21,H1NE08096,336.4,70.9,6.069,5.646,59.58,78.13,1356,25,0,2484,6,F4
829,21,H1NE08042,333.6,70.9,6.051,5.613,59.44,77.8,231,25,0,2487,6,F4
830,21,H1NE08098,336.5,71,6.061,5.642,59.64,78.24,1147,25,0,2490,6,F4
831,21,H1NE08097,333.2,70.8,6.05,5.605,59.44,77.76,53,25,0,2493,6,F4
832,21,H1NE08088,333,70.8,6.044,5.609,59.37,77.86,124,25,0,2496,6,F4
833,21,H1NE08091,336.1,70.8,6.069,5.648,59.5,78.17,1455,25,0,2499,6,F4
834,21,H1NE07467,335,70.9,6.073,5.646,59.34,77.83,1348,25,0,2502,6,F4
835,21,H1NE08029,336,70.8,6.071,5.651,59.46,78.13,1600,25,0,2505,6,F4
836,21,H1NE07323,334.4,70.7,6.097,5.662,59.07,77.62,1999,25,0,2508,6,F4
837,21,H1NE07880,335.6,70.8,6.079,5.655,59.34,77.99,1776,25,0,2511,6,F5
838,21,H1NE07967,332,70.6,6.048,5.611,59.18,77.72,158,25,0,2514,6,F5
839,21,H1NE05390,333.6,70.4,6.088,5.66,58.93,77.79,1936,25,0,2517,6,F5
840,21,GZNE29366,333.2,70.8,6.074,5.621,59.27,77.43,546,25,0,2520,6,F5
841,22,H1NE07026,331.7,70.6,6.085,5.663,58.56,77.22,2015,19,0,2523,6,F5
842,22,H1NE07001,334,70.9,6.055,5.609,59.55,77.84,128,19,0,2526,6,F5
843,22,H1NE07023,336.4,70.7,6.087,5.663,59.4,78.17,2032,19,0,2529,6,F5
844,22,H1NE06950,337.1,70.8,6.085,5.667,59.48,78.24,2093,19,0,2532,6,F5
845,22,H1NE07018,334.3,70.7,6.085,5.623,59.44,77.67,620,19,0,2535,6,F5
846,22,H1NE07034,335.9,70.7,6.072,5.659,59.36,78.2,1926,19,0,2538,6,F5
847,22,H1NE07000,333.9,70.8,6.06,5.616,59.46,77.85,342,19,0,2541,6,F5
